no,Nama,Alamat,Latitude,Longtitude,Kode_Pos,Luas,Kapasitas,Keterangan_Lantai,Kode_Wilayah_1,Kode_Wilayah_2,Link_Maps,Jenis_Bencana
80,Balai Desa Sidaurip,"Jl. Perintis No.144, Sidaurip, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.548642749,108.8378654,\\N,0,0,\\N,3301100002,3301100,https://goo.gl/maps/BZjKtyzUyjjAjgM59,"Angin kencang, Tanah longsor, dan Gempa bumi"
81,Balai Desa Pagubugan Kulon,"Jl. Jetis Km.39, RT.14/RW.05, Pangungan Wetan, Pagubugan Kulon, Binangun, Kabupaten Cilacap, Jawa Tengah 53283",-7.69282908,109.3040652,\\N,0,0,\\N,3301190005,3301190,https://goo.gl/maps/6CynaXFjJJ7NWsd57,"Angin kencang, Tanah longsor, dan Gempa bumi"
82,Balai Desa Pagubugan,"Jl. Kenari, Purwadadi, Pagubugan, Binangun, Kabupaten Cilacap, Jawa Tengah 53283",-7.690016834,109.3135334,\\N,0,0,\\N,3301190006,3301190,https://goo.gl/maps/LcVQtUL7Z8mWtxcdA,"Angin kencang, Tanah longsor, dan Gempa bumi"
83,Balai Desa Karangnangka,"Jl. Asisten Sayid, Sawah,Ladang, Karangnangka, Binangun, Kabupaten Cilacap, Jawa Tengah 53283",-7.664887272,109.3187524,\\N,0,0,\\N,3301190007,3301190,https://goo.gl/maps/mWvmri6Gq5h863iG8,"Angin kencang, Tanah longsor, dan Gempa bumi"
84,Balai Desa Kemojing,"Jl. Danasri  Pagubugan, Kemoning Wetan, Kemojing, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.660380287,109.3024203,\\N,0,0,\\N,3301190008,3301190,https://goo.gl/maps/jNK3hT1cCDC6zGxR7,"Angin kencang, Tanah longsor, dan Gempa bumi"
85,Balai Desa Pesawahan,"Plikon, Pesawahan, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.673934092,109.2999702,\\N,0,0,\\N,3301190009,3301190,https://goo.gl/maps/unvWAzxaacByZRu68,"Angin kencang, Tanah longsor, dan Gempa bumi"
86,Balai Desa Pasuruhan,"Karanggondang, Pasuruhan, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.663508658,109.2838788,\\N,0,0,\\N,3301190010,3301190,https://goo.gl/maps/6mRxjAKFpZWccmdR8,"Angin kencang, Tanah longsor, dan Gempa bumi"
87,Balai Desa Alangamba,"Jl. Merdeka, Alangamba, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.669730196,109.2751696,\\N,0,0,\\N,3301190011,3301190,https://goo.gl/maps/p6Gw2Zov5ZpHJmJz7,"Angin kencang, Tanah longsor, dan Gempa bumi"
88,Balai Desa Binangun,"Jl. Kedung Borang No. 1 RT.02 / RW. 02, Binangun, Bantarsari, Binangun, Bantarsari, Kabupaten Cilacap, Jawa Tengah 53253",-7.543083188,108.918559,\\N,0,0,\\N,3301110003,3301110,https://goo.gl/maps/4i7NMoNVJWiLPuYY6,"Angin kencang, Tanah longsor, dan Gempa bumi"
89,Balai Desa Bangkal,"Jl. Samsudin, Arengareng, Bangkal, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.649704999,109.2577162,\\N,0,0,\\N,3301190013,3301190,https://goo.gl/maps/mY9CRFf19zFLTidP8,"Angin kencang, Tanah longsor, dan Gempa bumi"
90,Balai Desa Jepara Wetan,"Jl. Jend. Sudirman, Jepara, Jepara Wetan, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.665509195,109.250604,\\N,0,0,\\N,3301190014,3301190,https://goo.gl/maps/urdqBnfz8xAF1xqd7,"Angin kencang, Tanah longsor, dan Gempa bumi"
91,Balai Desa Jepara Kulon,"Jl. Bhayangkara, Jepara Kulon, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.663987658,109.2396772,\\N,0,0,\\N,3301190015,3301190,https://goo.gl/maps/C928F8f4N1UeD6Wz9,"Angin kencang, Tanah longsor, dan Gempa bumi"
92,Balai Desa Kepudang,"Kepudang, Binangun, Kepudang, Cilacap, Kabupaten Cilacap, Jawa Tengah 53281",-7.663091889,109.2176071,\\N,0,0,\\N,3301190016,3301190,https://goo.gl/maps/ymhBtQkzebT5iwYq5,"Angin kencang, Tanah longsor, dan Gempa bumi"
93,Balai Desa Jati,"Jati Tengah, Jati, Binangun, Kabupaten Cilacap, Jawa Tengah 53271",-7.659157324,109.2045971,\\N,0,0,\\N,3301190017,3301190,https://goo.gl/maps/BrZqgVGArwQNN5LY8,"Angin kencang, Tanah longsor, dan Gempa bumi"
94,Balai Desa Karangtawang,"Karangmangu, Karangtawang, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.693216706,109.3262597,\\N,0,0,\\N,3301200001,3301200,https://goo.gl/maps/F7EiBurEtUkxgUSJ7,"Angin kencang, Tanah longsor, dan Gempa bumi"
95,Balai Desa Karangpakis,"Karangjati, Karangpakis, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.695812176,109.3393392,\\N,0,0,\\N,3301200002,3301200,https://goo.gl/maps/ahkcP81QNBq6rh88A,"Angin kencang, Tanah longsor, dan Gempa bumi"
96,Balai Desa Banjarsari,"Jl. Sekolahan No.1, Ketapang Wetan, Banjarsari, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.703464104,109.3585164,\\N,0,0,\\N,3301200003,3301200,https://goo.gl/maps/ZwGJqBA6J93SwYgA8,"Angin kencang, Tanah longsor, dan Gempa bumi"
97,Balai Desa Jetis,"Mertangga, Jetis, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.710361482,109.3808427,\\N,0,0,\\N,3301200004,3301200,https://goo.gl/maps/DVab4mvheSE7c6vv6,"Angin kencang, Tanah longsor, dan Gempa bumi"
98,Balai Desa Banjareja,"Jl. Satria, Banjarutama, Banjareja, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.686421459,109.3734922,\\N,0,0,\\N,3301200005,3301200,https://goo.gl/maps/8foyNtXtx5s9887HA,"Angin kencang, Tanah longsor, dan Gempa bumi"
99,Balai Desa Kedungbenda,"Bodo, Kedungbenda, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.667346462,109.3745851,\\N,0,0,\\N,3301200006,3301200,https://goo.gl/maps/rngqqezZUZfSS95e6,"Angin kencang, Tanah longsor, dan Gempa bumi"
100,Balai Desa Klumprit,"Jl. Raya Pejuang, Klumprit Kulon, Klumprit, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.661985721,109.3585673,\\N,0,0,\\N,3301200007,3301200,https://goo.gl/maps/breeKSGxrn36uAag9,"Angin kencang, Tanah longsor, dan Gempa bumi"
101,Balai Desa Karangsembung,"Sidasari, Karangsembung, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.678502548,109.3554419,\\N,0,0,\\N,3301200008,3301200,https://goo.gl/maps/breeKSGxrn36uAag9,"Angin kencang, Tanah longsor, dan Gempa bumi"
102,Balai Desa Purwadadi,"Jalan Tembelang Kuning, Kec. Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.676746425,109.3430598,\\N,0,0,\\N,3301200009,3301200,https://goo.gl/maps/1jjRTjHTe26khhnR9,"Angin kencang, Tanah longsor, dan Gempa bumi"
103,Balai Desa Nusawangkal,"Jl. Gerilya, Karangsari, Nusawangkal, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.669997397,109.3432928,\\N,0,0,\\N,3301200010,3301200,https://goo.gl/maps/pooc3GR6JkJ9AbD5A,"Angin kencang, Tanah longsor, dan Gempa bumi"
104,Balai Desa Karangputat,"Jalan Perintis Kemerdekaan No. 258, Karangputat, Nusawungu, Karangputat, Cilacap, Kabupaten Cilacap, Jawa Tengah 53283",-7.655160325,109.3053335,\\N,0,0,\\N,3301200011,3301200,https://goo.gl/maps/jNXkBbt89gMicvD2A,"Angin kencang, Tanah longsor, dan Gempa bumi"
105,Balai Desa Banjarwaru,"Kubang, Banjarwaru, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53281",-7.639154389,109.2876895,\\N,0,0,\\N,3301200012,3301200,https://goo.gl/maps/AQ2R382iNRc8RYdr7,"Angin kencang, Tanah longsor, dan Gempa bumi"
106,Balai Desa Danasri,"Jl. Danasri  Pagubugan, Rawabangus, Danasri, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53281",-7.645367881,109.3049447,\\N,0,0,\\N,3301200013,3301200,https://goo.gl/maps/XZRePM17yX8F5WPg9,"Angin kencang, Tanah longsor, dan Gempa bumi"
107,Balai Desa Danasri Kidul,"Gelagahwangi, Danasri Kidul, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53281",-7.647851992,109.3175081,\\N,0,0,\\N,3301200014,3301200,https://goo.gl/maps/UyRzQNHVEtSUbLPB7,"Angin kencang, Tanah longsor, dan Gempa bumi"
108,Balai Desa Nusawungu,"Jl. Jenderal Sudirman, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.64816393,109.3441551,\\N,0,0,\\N,3301200015,3301200,https://goo.gl/maps/v5YvjGBnRbSCgvun9,"Angin kencang, Tanah longsor, dan Gempa bumi"
109,Balai Desa Danasri Lor,"Ketik, Danasri Lor, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.639879709,109.3079376,\\N,0,0,\\N,3301200016,3301200,https://goo.gl/maps/iJt4CqF5DrBSeFvL6,"Angin kencang, Tanah longsor, dan Gempa bumi"
110,Balai Desa Sikanco,"Dongkelan, Sikanco, Nusawungu, Kabupaten Cilacap, Jawa Tengah 53283",-7.639537242,109.299082,\\N,0,0,\\N,3301200017,3301200,https://goo.gl/maps/SY9obVUpUV5NDVZC8,"Angin kencang, Tanah longsor, dan Gempa bumi"
111,Balai Desa Tambakreja,"Kedungbulu, Tambakreja, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.538784807,108.7835379,\\N,0,0,\\N,3301080002,3301080,https://goo.gl/maps/Kqv4KzMiHP4e7Dz67,"Angin kencang, Tanah longsor, dan Gempa bumi"
112,Kelurahan Tegalreja,"Jl. Mliwis No.12, Pasiran, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53212",-7.714085783,109.0105919,\\N,0,0,\\N,3301720004,3301720,https://goo.gl/maps/aUwtpPYWwXk7F5QU6,"Angin kencang, Tanah longsor, dan Gempa bumi"
113,Kelurahan Sidakaya,"No.15, Jl. Bromo Timur, Sidakaya Dua, Sidakaya, South Cilacap, Cilacap Regency, Central Java 53212",-7.721745541,109.0169005,\\N,0,0,\\N,3301710003,3301710,https://goo.gl/maps/2DzwErfBTtEpoBp86,"Angin kencang, Tanah longsor, dan Gempa bumi"
114,Kelurahan Cilacap,"Jl. Karang No.39, Sentolokawat, Cilacap, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53211",-7.737956464,109.0136191,\\N,0,0,\\N,3301710004,3301710,https://goo.gl/maps/rgRoJZeC7e381ucB6,"Angin kencang, Tanah longsor, dan Gempa bumi"
115,Kelurahan Tegalkamulyan,"Jl. Lingkar Selatan No.10, Karangmulia, Tegalkamulyan, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53215",-7.721081813,109.0226969,\\N,0,0,\\N,3301710005,3301710,https://goo.gl/maps/NVKyZaWDMdt8uJHX8,"Angin kencang, Tanah longsor, dan Gempa bumi"
116,Kelurahan Kutawaru,"Kutawaru, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah",-7.695870966,108.9896321,\\N,0,0,\\N,3301720001,3301720,https://goo.gl/maps/hKARKF4BrhSAp5b27,"Angin kencang, Tanah longsor, dan Gempa bumi"
117,Kelurahan Lomanis,"Jl. Husni Thamrin No.82, Cikarag, Lomanis, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53221",-7.699909658,109.0084728,\\N,0,0,\\N,3301720002,3301720,https://goo.gl/maps/Zk9X7XwryXgdsWN78,"Angin kencang, Tanah longsor, dan Gempa bumi"
118,Kelurahan Donan,"Jl. Kalidonan No.5, Cidapur, Donan, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53222",-7.713436943,109.0009423,\\N,0,0,\\N,3301720003,3301720,https://goo.gl/maps/674V1DjS8spPV2GH9,"Angin kencang, Tanah longsor, dan Gempa bumi"
119,Kelurahan Sidanegara,"Jl. Cerme No.44, Wanasari, Sidanegara, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53223",-7.711789036,109.0185056,\\N,0,0,\\N,3301720004,3301720,https://goo.gl/maps/RV5VNmoqRrQtZeox5,"Angin kencang, Tanah longsor, dan Gempa bumi"
120,Kelurahan Gunungsimping,"Jl. Natuna, Gunungsimping, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53211",-7.707182957,109.0315633,\\N,0,0,\\N,3301720005,3301720,https://goo.gl/maps/SpTxV3bJzcEzQ6R16,"Angin kencang, Tanah longsor, dan Gempa bumi"
121,Kelurahan Kebonmanis,"Jalan Dokter Rajiman No.21, Sabukjanur, Gunungsimping, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53211",-7.697935526,109.0329748,\\N,0,0,\\N,3301720005,3301720,https://goo.gl/maps/D2ho5N9XrwoW6kCE7,"Angin kencang, Tanah longsor, dan Gempa bumi"
122,Kelurahan Gumilir,"Rejamulya, Gumilir, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53231",-7.685655469,109.0417746,\\N,0,0,\\N,3301730002,3301730,https://goo.gl/maps/hQsDQSVQQo9zWXQT8,"Angin kencang, Tanah longsor, dan Gempa bumi"
123,Kelurahan Mertasinga,"Jl. Urip Sumoharjo No.89, Limbangan, Mertasinga, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53274",-7.678188741,109.0554827,\\N,0,0,\\N,3301730003,3301730,https://goo.gl/maps/tMTcJHQ75dr64zxx6,"Angin kencang, Tanah longsor, dan Gempa bumi"
124,Kelurahan Tritih Kulon,"Jl. Tentara Pelajar, Penerang, Tritih Kulon, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53232",-7.671316993,109.0409708,\\N,0,0,\\N,3301730004,3301730,https://goo.gl/maps/Q41GMFMp3QTcaTF87,"Angin kencang, Tanah longsor, dan Gempa bumi"
125,Kelurahan Karangtalun,"Jl. Nusantara No.31, Rawapenggung, Karangtalun, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53231",-7.680592783,109.0221617,\\N,0,0,\\N,3301730005,3301730,https://goo.gl/maps/koRq2c4ZcMCxWdx37,"Angin kencang, Tanah longsor, dan Gempa bumi"
126,Balai Desa Kawunganten,"Kawunganten, Kec. Kawunganten, Kabupaten Cilacap, Jawa Tengah",-7.592701,108.91958,\\N,0,0,\\N,3301120009,3301120,https://goo.gl/maps/9EfJyvpX3sopyr6x7,"Angin kencang, Tanah longsor, dan Gempa bumi"
127,Balai Desa Kawunganten Lor,"Gunungsari, Kawunganten Lor, Kec. Kawunganten, Kabupaten Cilacap, Jawa Tengah",-7.58543,108.919056,\\N,0,0,\\N,3301120010,3301120,https://goo.gl/maps/irdEZ3NFDCAcScxc8,"Angin kencang, Tanah longsor, dan Gempa bumi"
128,Balai Desa Sarwadadi,"Jl. Raya Sarwadadi No.007, Sarwatulus, Sarwadadi, Kec. Kawunganten, Kabupaten Cilacap, Jawa Tengah",-7.558281,108.917277,\\N,0,0,\\N,3301120011,3301120,https://goo.gl/maps/nKqFV3vHNangGatq8,"Angin kencang, Tanah longsor, dan Gempa bumi"
129,Balai Desa Kalijeruk,"Kalijeruk, Kawunganten, Citemba, Kalijeruk, Cilacap, Kabupaten Cilacap, Jawa Tengah",-7.578984,108.936294,\\N,0,0,\\N,3301120012,3301120,https://goo.gl/maps/1SJD1bNJhexBBYnJ7,"Angin kencang, Tanah longsor, dan Gempa bumi"
130,Balai Desa Mentasan,"Karang Nangka, Mentasan, Kec. Kawunganten, Kabupaten Cilacap, Jawa Tengah",-7.582681,108.957987,\\N,0,0,\\N,3301120013,3301120,https://goo.gl/maps/U97UdWe6cDXmNgiG7,"Angin kencang, Tanah longsor, dan Gempa bumi"
131,Balai Desa Sidaurip,"Bojong, Sidaurip, Kec. Kawunganten, Kabupaten Cilacap, Jawa Tengah 53253",-7.60718098798312,108.982160604155,\\N,0,0,\\N,3301120015,3301120,https://goo.gl/maps/haAMWLHbodY7jifc9,"Angin kencang, Tanah longsor, dan Gempa bumi"
132,Balai Desa Babakan,"Purwosari, Babakan, Kec. Kawunganten, Kabupaten Cilacap, Jawa Tengah",-7.662701,108.932634,\\N,0,0,\\N,3301120016,3301120,https://goo.gl/maps/ZZTCV5VjiDTCKG296,"Angin kencang, Tanah longsor, dan Gempa bumi"
133,Balai Desa Ujunggagak,"Karanganyar, Ujunggagak, Kp. Laut, Kabupaten Cilacap, Jawa Tengah",-7.666216,108.819289,\\N,0,0,\\N,3301121001,3301121,https://goo.gl/maps/GKKtjmitgUntZfmu7,"Angin kencang, Tanah longsor, dan Gempa bumi"
134,Balai Desa Klaces,"Klaces, Kp. Laut, Kabupaten Cilacap, Jawa Tengah",-7.685966,108.827926,\\N,0,0,\\N,3301121002,3301121,https://goo.gl/maps/E5LMmWxERLH2TFFS6,"Angin kencang, Tanah longsor, dan Gempa bumi"
135,Balai Desa Panikel,"Bugel, Panikel, Kp. Laut, Kabupaten Cilacap, Jawa Tengah",-7.632277,108.855158,\\N,0,0,\\N,3301121004,3301121,https://goo.gl/maps/dmxeLfXXWsLKuFHV6,"Angin kencang, Tanah longsor, dan Gempa bumi"
136,Balai Desa Tritih Wetan,"Tritih Wetan, Jeruklegi, Tritih, Tritih Wetan, Cilacap, Kabupaten Cilacap, Jawa Tengah",-7.661313,109.047293,\\N,0,0,\\N,3301130002,3301130,https://goo.gl/maps/Qo5zYvrAAhMtrVEp8,"Angin kencang, Tanah longsor, dan Gempa bumi"
137,Balai Desa Sumingkir,"Kedungbanteng Lor, Sumingkir, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.624942,109.049952,\\N,0,0,\\N,3301130004,3301130,https://goo.gl/maps/zLnsqtjUaU88oDou5,"Angin kencang, Tanah longsor, dan Gempa bumi"
138,Balai Desa Jeruklegi Wetan,"Jl. Raya Cilacap - Wangon No.123, Cidungun, Jeruklegi Wetan, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.620418,109.019174,\\N,0,0,\\N,3301130005,3301130,https://goo.gl/maps/MrfBaEFd3Rj1z4Nq7,"Angin kencang, Tanah longsor, dan Gempa bumi"
139,Balai Desa Jeruklegi Kulon,"Danasari Satu, Jeruklegi Kulon, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.607179,109.01535,\\N,0,0,\\N,3301130006,3301130,https://goo.gl/maps/XBGypsUo3cPNVBMr8,"Angin kencang, Tanah longsor, dan Gempa bumi"
140,Balai Desa Sawangan,"Blingbingsari, Sawangan, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.593587,108.993748,\\N,0,0,\\N,3301130007,3301130,https://goo.gl/maps/fMZQ1xz5FrrhiyKn6,"Angin kencang, Tanah longsor, dan Gempa bumi"
141,Balai Desa Cilibang,"Jl. Raya Cilacap - Wangon No.17, Kalirau, Cilibang, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.578631,109.018484,\\N,0,0,\\N,3301130008,3301130,https://goo.gl/maps/mnom4bmhbZ3idkFP8,"Angin kencang, Tanah longsor, dan Gempa bumi"
142,Balai Desa Mandala,"Mandala, Mendala, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.598183,109.056624,\\N,0,0,\\N,3301130009,3301130,https://goo.gl/maps/mnom4bmhbZ3idkFP8,"Angin kencang, Tanah longsor, dan Gempa bumi"
143,Balai Desa Karangkemiri,"Karangkemiri, Kec. Maos, Kabupaten Cilacap, Jawa Tengah",-7.622875,109.130052,\\N,0,0,\\N,3301160001,3301160,https://goo.gl/maps/DZknGreY8FnPPDzD9,"Angin kencang, Tanah longsor, dan Gempa bumi"
144,Balai Desa Jambusari,"Jl. Raya Jambusapi No.77, Jambuandap, Jambusari, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.567455,109.026833,\\N,0,0,\\N,3301130011,3301130,https://goo.gl/maps/F8Y2jAxiPQzS7j9n7,"Angin kencang, Tanah longsor, dan Gempa bumi"
145,Balai Desa Prapagan,"Prapagan, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.566531,109.001975,\\N,0,0,\\N,3301130012,3301130,https://goo.gl/maps/kt3XzViFKGveeS7W8,"Angin kencang, Tanah longsor, dan Gempa bumi"
146,Balai Desa Citepus,"Jl. Raya Citepus Bojong Sari No.01, Bojongsari, Citepus, Kec. Jeruklegi, Kabupaten Cilacap, Jawa Tengah",-7.551642,108.990806,\\N,0,0,\\N,3301130013,3301130,https://goo.gl/maps/XNMxCgxD5QpxRbAr7,"Angin kencang, Tanah longsor, dan Gempa bumi"
147,Balai Desa Menganti,"Jalur Gumilir - Purwokerto No.85, Rejasari, Menganti, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.669045,109.072558,\\N,0,0,\\N,3301140001,3301140,https://goo.gl/maps/o1k14G64Kk4KBoZy9,"Angin kencang, Tanah longsor, dan Gempa bumi"
148,Balai Desa Karangkandri,"Jalan Lingkar Timur No.31, Karangkandri, Kesugihan, Karang Dadap, Karangkandri, Cilacap, Kabupaten Cilacap, Jawa Tengah",-7.669975,109.084671,\\N,0,0,\\N,3301140002,3301140,https://goo.gl/maps/MFF2qmWKmxr6EKUr5,"Angin kencang, Tanah longsor, dan Gempa bumi"
149,Balai Desa Slarang,"Slarang, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.659593,109.113482,\\N,0,0,\\N,3301140003,3301140,https://goo.gl/maps/BHuXqqnnFaaUSJCN6,"Angin kencang, Tanah longsor, dan Gempa bumi"
150,Balai Desa Kesugihan Kidul,"Bumijaya, Kesugihan Kidul, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.622897,109.120648,\\N,0,0,\\N,3301140004,3301140,https://goo.gl/maps/1ahpQ5wrMd7dQ4dQ7,"Angin kencang, Tanah longsor, dan Gempa bumi"
151,Balai Desa Kesugihan,"Jl. Kb. Rambutan, Pantaiserayu, Kesugihan, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.608925,109.116912,\\N,0,0,\\N,3301140005,3301140,https://goo.gl/maps/EfuENoWAwr85euhu7,"Angin kencang, Tanah longsor, dan Gempa bumi"
152,Balai Desa Kalisabuk,"Gumelar Wetan, Kalisabuk, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.658169,109.098666,\\N,0,0,\\N,3301140006,3301140,https://goo.gl/maps/9eko5iWxNAdEV947A,"Angin kencang, Tanah longsor, dan Gempa bumi"
153,Balai Desa Kuripan Kidul,"Jalan Diponegoro No.A15, Kuripan Kidul, Kesugihan, Penatusan, Kuripan Kidul, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.6589,109.080926,\\N,0,0,\\N,3301140007,3301140,https://goo.gl/maps/k7f5j68YrMaRyLtSA,"Angin kencang, Tanah longsor, dan Gempa bumi"
154,Balai Desa Kuripan,"Kuripan Lor, Kuripan, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.651916,109.083396,\\N,0,0,\\N,3301140008,3301140,https://goo.gl/maps/bEYyTU9Roa8Wh29n9,"Angin kencang, Tanah longsor, dan Gempa bumi"
155,Balai Desa Jangrana,"Jl. Perjuangan, Kedungwaru Wetan, Jangrana, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.639157,109.063973,\\N,0,0,\\N,3301140009,3301140,https://goo.gl/maps/mQPtZCwZSghW1NZK6,"Angin kencang, Tanah longsor, dan Gempa bumi"
156,Balai Desa Planjan,"Jl. Raya Ps. Lebeng, Madusari, Planjan, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.623498,109.0785,\\N,0,0,\\N,3301140010,3301140,https://goo.gl/maps/46jUjx9PQJrS6PS6A,"Angin kencang, Tanah longsor, dan Gempa bumi"
157,Balai Desa Dondong,"Lebeng, Dondong, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.61863,109.066613,\\N,0,0,\\N,3301140011,3301140,https://goo.gl/maps/LVzGDc9gRX7QwHwN8,"Angin kencang, Tanah longsor, dan Gempa bumi"
158,Balai Desa Ciwuni,"Jl. Ps. Jagang, Dawuhan, Ciwuni, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.604368,109.082218,\\N,0,0,\\N,3301140012,3301140,https://goo.gl/maps/z6omb7MTUiM6CZqF9,"Angin kencang, Tanah longsor, dan Gempa bumi"
159,Balai Desa Karangjengkol,"Bantarsari Kulon, Karangjengkol, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.602219,109.090462,\\N,0,0,\\N,3301140013,3301140,https://goo.gl/maps/Tr8zUgbFXLqTH8Ve9,"Angin kencang, Tanah longsor, dan Gempa bumi"
