no,Nama,Alamat,Latitude,Longtitude,Kode_Pos,Luas,Kapasitas,Keterangan_Lantai,Kode_Wilayah_1,Kode_Wilayah_2,Link_Maps,Jenis_Bencana
160,Balai Desa Keleng,"Keleng, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.595349,109.11045,\\N,0,0,\\N,3301140014,3301140,https://goo.gl/maps/rGf2X83vq2nZNE5e6,"Angin kencang, Tanah longsor, dan Gempa bumi"
161,Balai Desa Pesanggrahan,"Watuagung, Pesanggrahan, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah",-7.594238,109.114316,\\N,0,0,\\N,3301140015,3301140,https://goo.gl/maps/rFqdE8oy1coNtv5e6,"Angin kencang, Tanah longsor, dan Gempa bumi"
162,Balai Desa Bulupayung,"Bulupayung, Kesugihan, Bulupayung, Cilacap, Kabupaten Cilacap, Jawa Tengah",-7.596761,109.138803,\\N,0,0,\\N,3301140016,3301140,https://goo.gl/maps/t1zC8puCzNCE24W57,"Angin kencang, Tanah longsor, dan Gempa bumi"
163,Balai Desa Gombolharjo,"Jl. Alpukat No.2, Gombol, Gombolharjo, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.663956,109.112655,\\N,0,0,\\N,3301150001,3301150,https://goo.gl/maps/P4bVqXjydZuipBHC7,"Angin kencang, Tanah longsor, dan Gempa bumi"
164,Balai Desa Wlahar,"Wlahar, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.667846,109.133921,\\N,0,0,\\N,3301150002,3301150,https://goo.gl/maps/LAYyfJSqbmuPbU7d8,"Angin kencang, Tanah longsor, dan Gempa bumi"
165,Balai Desa Karanganyar,"Jl. Laut No.83, Pancad, Karanganyar, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271",-7.66841104367329,109.161168679668,\\N,0,0,\\N,3301150004,3301150,https://goo.gl/maps/wHA7HZmE4AgfAybSA,"Angin kencang, Tanah longsor, dan Gempa bumi"
166,Balai Desa Pedasong,"Silowong, Pedasong, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.669737,109.195752,\\N,0,0,\\N,3301150006,3301150,https://goo.gl/maps/HgyCJchBeFRzZHXj6,"Angin kencang, Tanah longsor, dan Gempa bumi"
167,Balai Desa Glempangpasir,"Jl. Srandil, Serandil, Glempangpasir, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.680679,109.191933,\\N,0,0,\\N,3301150007,3301150,https://goo.gl/maps/HZEm4YnUSuv5jnik8,"Angin kencang, Tanah longsor, dan Gempa bumi"
168,Balai Desa Welahan Wetan,"Pesanggrahan, Welahan Wetan, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.68353,109.231269,\\N,0,0,\\N,3301150008,3301150,https://goo.gl/maps/LoQboH2bziUSUD8P8,"Angin kencang, Tanah longsor, dan Gempa bumi"
169,Balai Desa Adireja Wetan,"Jl. Srandil No.16, Adireja Wetan, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.663377,109.1669,\\N,0,0,\\N,3301150010,3301150,https://goo.gl/maps/PYWhVbAHSy4mwVCaA,"Angin kencang, Tanah longsor, dan Gempa bumi"
170,Balai Desa Adireja Kulon,"Adireja Kulon, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.66096,109.159231,\\N,0,0,\\N,3301150011,3301150,https://goo.gl/maps/dSokgHZtfDqGEinv6,"Angin kencang, Tanah longsor, dan Gempa bumi"
171,Balai Desa Adipala,"Jl. Srandil, Adipala, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.660199,109.155491,\\N,0,0,\\N,3301150012,3301150,https://goo.gl/maps/9dxrgqKUvgSnic62A,"Angin kencang, Tanah longsor, dan Gempa bumi"
172,Balai Desa Penggalang,"Lancar, Penggalang, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.653467,109.137016,\\N,0,0,\\N,3301150013,3301150,https://goo.gl/maps/YcgeWvQDhz8A17vY7,"Angin kencang, Tanah longsor, dan Gempa bumi"
173,Balai Desa Karangsari,"Jl. Kerinci 12, Karangsari Lor, Karangsari, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.632979,109.135353,\\N,0,0,\\N,3301150014,3301150,https://goo.gl/maps/Q6aPwSsiCSRVfsoV9,"Angin kencang, Tanah longsor, dan Gempa bumi"
174,Balai Desa Kalikudi,"Jl. Polisi Sanmukhid, Semingkir, Kalikudi, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.63321,109.15434,\\N,0,0,\\N,3301150015,3301150,https://goo.gl/maps/NJ8NWBSGySSMQTKs6,"Angin kencang, Tanah longsor, dan Gempa bumi"
175,Balai Desa Doplang,"Area Sawah/ Ladang, Doplang, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah",-7.639206,109.179516,\\N,0,0,\\N,3301150016,3301150,https://goo.gl/maps/aXS4J6guVXD1vSx77,"Angin kencang, Tanah longsor, dan Gempa bumi"
176,Balai Desa Karangkemiri,"Kemiri, Karangkemiri, Kec. Pekuncen, Kabupaten Banyumas, Jawa Tengah",-7.353642,109.07546,\\N,0,0,\\N,3301130010,3301130,https://goo.gl/maps/BB2iCWf1uupmrnzC6,"Angin kencang, Tanah longsor, dan Gempa bumi"
177,Balai Desa Karangreja,"Area Sawah, Karangreja, Kec. Maos, Kabupaten Cilacap, Jawa Tengah",-7.624295,109.146347,\\N,0,0,\\N,3301160002,3301160,https://goo.gl/maps/WvD2A8B6UqiKiB7j9,"Angin kencang, Tanah longsor, dan Gempa bumi"
178,Balai Desa Klapagada,"Pasarpaing, Klapagada, Kec. Maos, Kabupaten Cilacap, Jawa Tengah",-7.621023,109.151331,\\N,0,0,\\N,3301160003,3301160,https://goo.gl/maps/89mvz6gNT6zCAH7g6,"Angin kencang, Tanah longsor, dan Gempa bumi"
179,Balai Desa Pengawaren,"Jl. Suraleksana 1, Pangaweran, Pangawaren, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.38750728,108.8685968,\\N,0,0,\\N,3301050002,3301050,https://goo.gl/maps/9CD5R9M67oXQUPaK6,"Angin kencang, Tanah longsor, dan Gempa bumi"
180,Balai Desa Gunungtelu,"Jl. Blisuk, Blisuk, Gunungtelu, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.414552012,108.8784123,\\N,0,0,\\N,3301050003,3301050,https://goo.gl/maps/pP26nLZ7VzeK3mWd8,"Angin kencang, Tanah longsor, dan Gempa bumi"
181,Balai Desa Sindangbarang,"Sindangbarang, Karangpucung, Jetak, Sindangbarang, Cilacap, Kabupaten Cilacap, Jawa Tengah 53255",-7.431525182,108.8898178,\\N,0,0,\\N,3301050004,3301050,https://goo.gl/maps/1LVfv8oi3Uf5h3RWA,"Angin kencang, Tanah longsor, dan Gempa bumi"
182,Balai Desa Karangpucung,"Karangpucung, Cilacap, Kabupaten Cilacap, Jawa Tengah 53255",-7.413007611,108.9004168,\\N,0,0,\\N,3301050005,3301050,https://goo.gl/maps/PBi2GFnumNGrG5TT9,"Angin kencang, Tanah longsor, dan Gempa bumi"
183,Balai Desa Tayemtimur,"Cager, Tayemtimur, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.413687359,108.9086003,\\N,0,0,\\N,3301050006,3301050,https://goo.gl/maps/9x8hu45k6GJNpRYQ8,"Angin kencang, Tanah longsor, dan Gempa bumi"
184,Balai Desa Tayem,"Desa Tayem, Cijoho, Tayem, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.397383206,108.8990858,\\N,0,0,\\N,3301050007,3301050,https://goo.gl/maps/7ywMtRLRFSetRNxE7,"Angin kencang, Tanah longsor, dan Gempa bumi"
185,Balai Desa Ciporos,"Jl. Raya Cimanggu-Karangpucung No.16, Pasanggrahan, Ciporos, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.381721517,108.8713846,\\N,0,0,\\N,3301050008,3301050,https://goo.gl/maps/Gv4Ua5v7QpMex2g1A,"Angin kencang, Tanah longsor, dan Gempa bumi"
186,Balai Desa Surusunda,"Jl. Raya Surusunda, Susrusunda, Surusunda, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.372539172,108.8984601,\\N,0,0,\\N,3301050009,3301050,https://goo.gl/maps/NHvA51xgCjAMKGRJ9,"Angin kencang, Tanah longsor, dan Gempa bumi"
187,Balai Desa Bengbulang,"Sawangn, Bengbulang, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.378132855,108.9150623,\\N,0,0,\\N,3301050010,3301050,https://goo.gl/maps/eD1BDWexg4qUdKhh9,"Angin kencang, Tanah longsor, dan Gempa bumi"
188,Balai Desa Sidamulya,"Jl. Tunggul wulung, Cikkeu, Sidamulya, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.350083581,108.9555302,\\N,0,0,\\N,3301050011,3301050,https://goo.gl/maps/KBxC16k7AZFcNN6a8,"Angin kencang, Tanah longsor, dan Gempa bumi"
189,Balai Desa Ciruyung,"Igir Sumanding, Ciruyung, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.350185381,108.9292647,\\N,0,0,\\N,3301050012,3301050,https://goo.gl/maps/ZcCd5MtrHE79ewbC8,"Angin kencang, Tanah longsor, dan Gempa bumi"
190,Balai Desa Pamulihan,"Jl. Mulyawiredja, Cirebah, Pamulihan, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.332706432,108.9301414,\\N,0,0,\\N,3301050013,3301050,https://goo.gl/maps/z2A8i6aCe1KfGqtG9,"Angin kencang, Tanah longsor, dan Gempa bumi"
191,Balai Desa Babakan,"Jl. Pasar Babakan No.101, Babakan Satu, Babakan, Kec. Karangpucung, Kabupaten Cilacap, Jawa Tengah 53255",-7.342641751,108.8939473,\\N,0,0,\\N,3301050014,3301050,https://goo.gl/maps/pWkaJVLEPeWGWsPi9,"Angin kencang, Tanah longsor, dan Gempa bumi"
192,Balai Desa Serang,"Ciwera, Serang, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.461139083,108.7602117,\\N,0,0,\\N,3301060001,3301060,https://goo.gl/maps/dRGmN9wsKZhvpGjp8,"Angin kencang, Tanah longsor, dan Gempa bumi"
193,Balai Desa Mulyadadi,"Cigetel, Mulyadadi, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.434676876,108.7527894,\\N,0,0,\\N,3301060002,3301060,https://goo.gl/maps/Q7v2JJE65MksYBjT6,"Angin kencang, Tanah longsor, dan Gempa bumi"
194,Balai Desa Cipari,"Karangtengah, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.439944017,108.7599498,\\N,0,0,\\N,3301060003,3301060,https://goo.gl/maps/AhkpynXcE5aMPsRc8,"Angin kencang, Tanah longsor, dan Gempa bumi"
195,Balai Desa Segaralangu,"Dukuh Sawah, Segaralangu, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.442669141,108.7829382,\\N,0,0,\\N,3301060004,3301060,https://goo.gl/maps/MnfBACWzUkupvs7p6,"Angin kencang, Tanah longsor, dan Gempa bumi"
196,Balai Desa Karangreja,"Jl. Ampera No.1, Gunungwilis, Karangreja, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.41867769710757,108.802199710305,\\N,0,0,\\N,3301060005,3301060,https://goo.gl/maps/7FaZN7FmQkqgxyw56,"Angin kencang, Tanah longsor, dan Gempa bumi"
197,Balai Desa Kutasari,"Tawangsari, Kutasari, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.394689384,108.8031922,\\N,0,0,\\N,3301060006,3301060,https://goo.gl/maps/5u9eZnWGijoc4YiL7,"Angin kencang, Tanah longsor, dan Gempa bumi"
198,Balai Desa Pegadingan,"Cibatu, Pegadingan, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.406187976,108.7603955,\\N,0,0,\\N,3301060007,3301060,https://goo.gl/maps/cbpTKJ2RoSKPnybs9,"Angin kencang, Tanah longsor, dan Gempa bumi"
199,Balai Desa Cisuru,"Jalan Sultan Agung Cisuru No. 02 Kode Pos, Cimanggu, Cisuru, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.398928326,108.7365499,\\N,0,0,\\N,3301060008,3301060,https://goo.gl/maps/19XyN95nxWRmyS917,"Angin kencang, Tanah longsor, dan Gempa bumi"
200,Balai Desa Mekarsari,"Sawangan, Mekarsari, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.400022668,108.7449833,\\N,0,0,\\N,3301060009,3301060,https://goo.gl/maps/VGde8ZdLCrzQLLQ88,"Angin kencang, Tanah longsor, dan Gempa bumi"
201,Balai Desa Sidasari,"Purwosari, Sidasari, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.384284459,108.7801567,\\N,0,0,\\N,3301060010,3301060,https://goo.gl/maps/VN4YNCkpEsiFuhkL8,"Angin kencang, Tanah longsor, dan Gempa bumi"
202,Balai Desa Caruy,"Bangunan Kantor Desa, Cigintung, Caruy, Cipari, Kabupaten Cilacap, Jawa Tengah 53262",-7.375954694,108.8028629,\\N,0,0,\\N,3301060011,3301060,https://goo.gl/maps/f4NGRMUyspUcdzUA9,"Angin kencang, Tanah longsor, dan Gempa bumi"
203,Balai Desa Tegalsari,"Tegalsari, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.485581773,108.7744421,\\N,0,0,\\N,3301070001,3301070,https://goo.gl/maps/auCDSEFUCCuKAywi8,"Angin kencang, Tanah longsor, dan Gempa bumi"
204,Balai Desa Margasari,"Waru, Margasari, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.46922455,108.7502054,\\N,0,0,\\N,3301070002,3301070,https://goo.gl/maps/ga78DyU4n1HyM42j8,"Angin kencang, Tanah longsor, dan Gempa bumi"
205,Balai Desa Tinggarjaya,"Kedungwringin, Tinggarjaya, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.480595869,108.7669981,\\N,0,0,\\N,3301070003,3301070,https://goo.gl/maps/YTv3Q8pLHq2EPpEC6,"Angin kencang, Tanah longsor, dan Gempa bumi"
206,Balai Desa Gunungreja,"Jl. Kelapa Sawit, Kauman, Gunungreja, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.479329968,108.7856679,\\N,0,0,\\N,3301070004,3301070,https://goo.gl/maps/DoUuHjxTkuZ965fLA,"Angin kencang, Tanah longsor, dan Gempa bumi"
207,Balai Desa Sidareja,"Jl. Gatot Subroto, Sidareja, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.482720383,108.7920794,\\N,0,0,\\N,3301070005,3301070,https://goo.gl/maps/A8RYVKAeB1A6brHa8,"Angin kencang, Tanah longsor, dan Gempa bumi"
208,Balai Desa Sidamulya,"Bakung, Sidamulya, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.350584341,108.6761607,\\N,0,0,\\N,3301020005,3301020,https://goo.gl/maps/GUUkmKGAkzpR8jw99,"Angin kencang, Tanah longsor, dan Gempa bumi"
209,Balai Desa Sudagaran,"Gendiwu Kidul, Sudagaran, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.4901238,108.8095576,\\N,0,0,\\N,3301070007,3301070,https://goo.gl/maps/AD7aKgU3cR3ZRgAG9,"Angin kencang, Tanah longsor, dan Gempa bumi"
210,Balai Desa Kunci,"Jl. Raya Kunci No.20, Cikondang, Kunci, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.47249594,108.807493,\\N,0,0,\\N,3301070008,3301070,https://goo.gl/maps/aNwYhjFXyAXaLAiZA,"Angin kencang, Tanah longsor, dan Gempa bumi"
211,Balai Desa Karanggedang,"Karanggedang, Sidareja, Linggasari, Karanggedang, Cilacap, Kabupaten Cilacap, Jawa Tengah 53261",-7.456938657,108.8355403,\\N,0,0,\\N,3301070009,3301070,https://goo.gl/maps/v2qGkPYJA66KrabR7,"Angin kencang, Tanah longsor, dan Gempa bumi"
212,Balai Desa Penyarang,"Penyarang, Kec. Sidareja, Kabupaten Cilacap, Jawa Tengah 53261",-7.438920347,108.8299317,\\N,0,0,\\N,3301070010,3301070,https://goo.gl/maps/2LLbotahmapPexRD7,"Angin kencang, Tanah longsor, dan Gempa bumi"
213,Balai Desa Sidanegara,"Sidaurip, Sidanegara, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.54121121,108.7530881,\\N,0,0,\\N,3301080001,3301080,https://goo.gl/maps/529iADnxKY3jt1Rw6,"Angin kencang, Tanah longsor, dan Gempa bumi"
214,kelurahan Tambakreja,"Jalan Mayor Laut Jl. May. L Wiratno No.51, Gobog, Tambakreja, Kec. Cilacap Sel., Kabupaten Cilacap, Jawa Tengah 53213",-7.538736939,108.7836077,\\N,0,0,\\N,3301710001,3301710,https://goo.gl/maps/CoUjYjjtaEEu8krJ7,"Angin kencang, Tanah longsor, dan Gempa bumi"
215,Balai Desa Kaliwungu,"Jl. Bandeng No.2, Pandanarang, Kaliwungu, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.735575683,109.0175999,\\N,0,0,\\N,3301080003,3301080,https://goo.gl/maps/BukXsSdGGk73TGMYA,"Angin kencang, Tanah longsor, dan Gempa bumi"
216,Balai Desa Bumireja,"Cipari, Bumireja, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.5377704,108.7994195,\\N,0,0,\\N,3301080004,3301080,https://goo.gl/maps/xiLhcG56s5sso48cA,"Angin kencang, Tanah longsor, dan Gempa bumi"
217,Balai Desa Jatisari,"Dukuh Tengah, Jatisari, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.516566535,108.8002007,\\N,0,0,\\N,3301080005,3301080,https://goo.gl/maps/gutJtyieKuEHxCGz5,"Angin kencang, Tanah longsor, dan Gempa bumi"
218,Balai Desa Ciklapa,"Ciklapa, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53254",-7.506522388,108.8105504,\\N,0,0,\\N,3301080006,3301080,https://goo.gl/maps/4yQjMYTQaHs83oYk7,"Angin kencang, Tanah longsor, dan Gempa bumi"
219,Balai Desa Bangunreja,"Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.50104298,108.7761072,\\N,0,0,\\N,3301080007,3301080,https://goo.gl/maps/JnB6o1x4cWnQT9MP7,"Angin kencang, Tanah longsor, dan Gempa bumi"
220,Balai Desa Kedungreja,"Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.504965751,108.7808289,\\N,0,0,\\N,3301080008,3301080,https://goo.gl/maps/VFYz8bFjCgX7yrLm8,"Angin kencang, Tanah longsor, dan Gempa bumi"
221,Balai Desa Tambaksari,"Kubang, Tambaksari, Kec. Wanareja, Kabupaten Cilacap, Jawa Tengah 53265",-7.273342742,108.6392015,\\N,0,0,\\N,3301020010,3301020,https://goo.gl/maps/9ApLp7e2VnUfwTKa6,"Angin kencang, Tanah longsor, dan Gempa bumi"
222,Balai Desa Rejamulya,"Jl. Ampera No.2, Rejamulya, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.477178718,108.7393272,\\N,0,0,\\N,3301080010,3301080,https://goo.gl/maps/grfsvUbVWsHXoWJXA,"Angin kencang, Tanah longsor, dan Gempa bumi"
223,Balai Desa Bojongsari,"Pasirgaru, Bojongsari, Kedungreja, Kabupaten Cilacap, Jawa Tengah 53263",-7.458826619,108.7273359,\\N,0,0,\\N,3301080011,3301080,https://goo.gl/maps/Mp2scA2ojwtyox2i9,"Angin kencang, Tanah longsor, dan Gempa bumi"
224,Balai Desa Rawaapu,"Rawaapu, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.639149989,108.7571309,\\N,0,0,\\N,3301090001,3301090,https://goo.gl/maps/qPeP9B6YUvDgVgk7A,"Angin kencang, Tanah longsor, dan Gempa bumi"
225,Balai Desa Sidamukti,"sidamukti, RW.08, Kedungsalam, Sidamukti, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.609405948,108.7556989,\\N,0,0,\\N,3301090002,3301090,https://goo.gl/maps/PVkmg4ygbcpmfcvS8,"Angin kencang, Tanah longsor, dan Gempa bumi"
226,Balai Desa Purwodadi,"Jl. Kauman, Purwodadi, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.600792841,108.7623893,\\N,0,0,\\N,3301090003,3301090,https://goo.gl/maps/q8XHNEuKfzMZUTtC9,"Angin kencang, Tanah longsor, dan Gempa bumi"
227,Balai Desa Cimrutu,"Cimrutu, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.619308542,108.8027201,\\N,0,0,\\N,3301090004,3301090,https://goo.gl/maps/bXKMr9iuqnCVsJAa6,"Angin kencang, Tanah longsor, dan Gempa bumi"
228,Balai Desa Patimuan,"Jl. Ir. Sutami No.56, Kalenpring, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.583574535,108.7608936,\\N,0,0,\\N,3301090005,3301090,https://goo.gl/maps/gE7ixFmj2smZYrND8,"Angin kencang, Tanah longsor, dan Gempa bumi"
229,Balai Desa Cinyawang,"Cinyawang, Patimuan, Kabupaten Cilacap, Jawa Tengah 53264",-7.569886659,108.7697578,\\N,0,0,\\N,3301090006,3301090,https://goo.gl/maps/9MoKxuGcZNn43Y268,"Angin kencang, Tanah longsor, dan Gempa bumi"
230,Balai Desa Bulupayung,"Bulupayung, Kesugihan, Bulupayung, Cilacap, Kabupaten Cilacap, Jawa Tengah 53272",-7.596610409,109.1397925,\\N,0,0,\\N,3301090007,3301090,https://goo.gl/maps/A7N6Gygoc4YDNdLx8,"Angin kencang, Tanah longsor, dan Gempa bumi"
231,Balai Desa Cisumur,"Jl. Kartadiwirya, Wanadadi, Cisumur, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.532618723,108.8210025,\\N,0,0,\\N,3301100001,3301100,https://goo.gl/maps/zpZ48qQqL5i7KgHt7,"Angin kencang, Tanah longsor, dan Gempa bumi"
232,Balai Desa Sidaurip,"Sidaurip Kulon, Sidaurip, Binangun, Kabupaten Cilacap, Jawa Tengah 53281",-7.548704606,108.8385509,\\N,0,0,\\N,3301190004,3301190,https://goo.gl/maps/AgCfRD8cQ2mXK2sv9,"Angin kencang, Tanah longsor, dan Gempa bumi"
233,Balai Desa Gintungreja,"Gintungreja, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.570663353,108.865881,\\N,0,0,\\N,3301100003,3301100,https://goo.gl/maps/4fay1gFtVb3RQMbh8,"Angin kencang, Tanah longsor, dan Gempa bumi"
234,Balai Desa Layansari,"Cawilayan, Layansari, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.547984985,108.8579578,\\N,0,0,\\N,3301100004,3301100,https://goo.gl/maps/hRmUyQKX8M7i3ofz9,"Angin kencang, Tanah longsor, dan Gempa bumi"
235,Balai Desa Gandrungmanis,"Gandrungmanis Lor, Gandrungmanis, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.525009839,108.855699,\\N,0,0,\\N,3301100005,3301100,https://goo.gl/maps/z7KYiGvAAZmiPZmo7,"Angin kencang, Tanah longsor, dan Gempa bumi"
236,Balai Desa Bulusari,"Alurbulu, Bulusari, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.513496613,108.8431536,\\N,0,0,\\N,3301100006,3301100,https://goo.gl/maps/quNw5zT9KxHMSJ686,"Angin kencang, Tanah longsor, dan Gempa bumi"
237,Balai Desa Gandrungmangu,"Jl. Raya Gandrungmangu, Kabenaran, Gandrungmangu, Cilacap, Kabupaten Cilacap, Jawa Tengah 53254",-7.508866348,108.8413272,\\N,0,0,\\N,3301100007,3301100,https://goo.gl/maps/SDRbG7fJEsUPJ8zZA,"Angin kencang, Tanah longsor, dan Gempa bumi"
238,Balai Desa Wringinharjo,"Jl. Wringinharjo, Tambangan, Wringinharjo, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.483763433,108.8238029,\\N,0,0,\\N,3301100008,3301100,https://goo.gl/maps/Uyy1X5hy1qMWYzAy5,"Angin kencang, Tanah longsor, dan Gempa bumi"
239,Balai Desa Karanganyar,"Ciloning, Karanganyar, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.474643141,108.8519363,\\N,0,0,\\N,3301100009,3301100,https://goo.gl/maps/AvApBwMxnXr8FY8E8,"Angin kencang, Tanah longsor, dan Gempa bumi"
240,Balai Desa Muktisari,"Jl. Ciloning No.desa, dusun Bendagede, Muktisari, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.505329682,108.8572533,\\N,0,0,\\N,3301100010,3301100,https://goo.gl/maps/yLqT1BcEKEa9tMf3A,"Angin kencang, Tanah longsor, dan Gempa bumi"
241,Balai Desa Kertajaya,"Igirtugel Utara, Kertajaya, Kec. Gandrungmangu, Kabupaten Cilacap, Jawa Tengah 53254",-7.484406696,108.8985654,\\N,0,0,\\N,3301100011,3301100,https://goo.gl/maps/bt3qdH5Ya6jdgcXm7,"Angin kencang, Tanah longsor, dan Gempa bumi"
